Product Name,Total_Revenue,Total_Profit,Average_discount
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,₹273.83,₹29.54,0.16
Quality Park Security Envelopes,₹837.44,₹88.19,0.15000000000000002
"Quartet Alpha White Chalk, 12/Pack",₹64.09,₹6.10,0.1
"Quartet Omega Colored Chalk, 12/Pack",₹188.05,₹34.16,0.08571428571428573
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,₹719.91,₹2.40,0.0
RCA ViSYS 25423RE1 Corded phone,₹319.97,₹14.00,0.2
RCA ViSYS 25425RE1 Corded phone,₹971.93,₹36.45,0.2
RCA ViSYS 25825 Wireless digital phone,"₹2,599.80",₹90.99,0.2
RCA Visys Integrated PBX 8-Line Router,"₹4,622.31",₹130.63,0.12000000000000002
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","₹1,596.28",₹127.60,0.07500000000000001
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",₹392.18,₹38.25,0.10000000000000002
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,"₹18,778.12",₹995.90,0.06666666666666667
Razer Kraken PRO Over Ear PC and Music Headset,"₹9,838.77",₹479.94,0.1
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"₹26,238.69","₹2,155.89",0.028571428571428574
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","₹7,152.40",₹414.92,0.06666666666666667
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","₹1,682.60",₹123.51,0.0
Recycled Easel Ring Binders,"₹1,621.80",₹21.63,0.3888888888888889
Recycled Eldon Regeneration Jumbo File,"₹1,016.78",₹58.94,0.03333333333333333
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",₹177.53,₹23.04,0.2
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",₹681.32,₹115.15,0.08
Recycled Premium Regency Composition Covers,₹403.39,₹39.88,0.20000000000000004
Recycled Pressboard Report Cover with Reinforced Top Hinge,₹372.74,₹13.76,0.3625
Recycled Steel Personal File for Hanging File Folders,"₹4,418.16",₹151.66,0.10000000000000002
Recycled Steel Personal File for Standard File Folders,"₹6,645.86",₹254.33,0.05
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",₹602.98,₹39.53,0.1142857142857143
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","₹1,022.42",₹94.55,0.0
Rediform S.O.S. Phone Message Books,₹79.68,₹9.76,0.0
Rediform Voice Mail Log Books,₹160.32,₹12.16,0.1
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",₹498.13,₹43.78,0.12000000000000002
Regeneration Desk Collection,₹164.03,₹15.21,0.04
Revere Boxed Rubber Bands by Revere,₹253.64,₹-5.71,0.10000000000000002
Ricoh - Ink Collector Unit for GX3000 Series Printers,"₹4,241.15",₹36.92,0.3
Riverleaf Stik-Withit Designer Note Cubes,₹454.71,₹55.33,0.08
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","₹39,900.84","₹-1,147.40",0.3
Riverside Furniture Stanwyck Manor Table Series,"₹1,663.73",₹-415.93,0.3666666666666667
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","₹81,561.13",₹-669.54,0.23399999999999999
Rogers Deluxe File Chest,"₹1,446.28",₹-34.73,0.1
Rogers Handheld Barrel Pencil Sharpener,₹454.84,₹15.62,0.05714285714285715
"Rogers Jumbo File, Granite","₹1,143.44",₹-4.89,0.028571428571428574
Rogers Profile Extra Capacity Storage Tub,"₹2,862.54",₹4.69,0.028571428571428574
Rosewill 107 Normal Keys USB Wired Standard Keyboard,₹455.62,₹0.81,0.06666666666666667
Round Ring Binders,₹144.77,₹-0.92,0.4666666666666666
Round Specialty Laser Printer Labels,"₹3,182.62",₹162.01,0.13333333333333333
Rubber Band Ball,₹288.73,₹-0.30,0.05
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","₹10,587.49",₹-173.13,0.2
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases","₹13,960.52",₹410.35,0.0375
Rush Hierlooms Collection Rich Wood Bookcases,"₹1,146.18",₹-70.83,0.16
SAFCO Arco Folding Chair,"₹58,029.62","₹1,179.37",0.2
SAFCO Boltless Steel Shelving,"₹26,523.58",₹-470.47,0.1
"SAFCO Commercial Wire Shelving, 72h","₹8,892.05",₹-24.50,0.04
"SAFCO Commercial Wire Shelving, Black","₹17,792.43",₹-635.44,0.14
SAFCO Folding Chair Trolley,"₹2,244.20",₹151.32,0.16666666666666666
"SAFCO Mobile Desk Side File, Wire Frame","₹8,269.78",₹259.13,0.05
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,₹676.66,₹14.92,0.2
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","₹17,782.83",₹54.72,0.26
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","₹15,410.74",₹608.04,0.27999999999999997
SANFORD Liquid Accent Tank-Style Highlighters,₹25.56,₹4.40,0.0
SANFORD Major Accent Highlighters,"₹1,028.02",₹77.88,0.028571428571428574
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",₹171.45,₹13.01,0.06666666666666667
Sabrent 4-Port USB 2.0 Hub,₹487.52,₹29.20,0.05
"Safco Chair Connectors, 6/Carton","₹8,454.06",₹170.85,0.15
Safco Commercial Shelving,"₹1,581.34",₹-7.44,0.08
Safco Contoured Stacking Chairs,"₹28,298.08",₹870.16,0.125
Safco Drafting Table,"₹2,569.48",₹34.07,0.2
Safco Industrial Shelving,"₹2,688.14",₹-104.13,0.12000000000000002
Safco Industrial Wire Shelving,"₹6,469.73",₹-126.71,0.16
Safco Industrial Wire Shelving System,"₹12,737.20",₹-218.35,0.1
Safco Steel Mobile File Cart,"₹1,417.12",₹120.87,0.08
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","₹2,938.57",₹-9.94,0.245
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","₹4,897.62",₹106.47,0.19999999999999998
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black","₹1,741.54",₹14.30,0.05
Samsung Convoy 3,"₹3,707.07",₹-31.08,0.2
Samsung Galaxy Mega 6.3,"₹118,101.19","₹1,822.76",0.13333333333333333
Samsung Galaxy Note 2,"₹31,555.31",₹-128.80,0.30000000000000004
Samsung Galaxy Note 3,"₹9,547.57",₹153.99,0.20000000000000004
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),"₹44,098.74",₹84.00,0.20000000000000004
Samsung Galaxy S4,"₹18,654.50",₹438.19,0.2
Samsung Galaxy S4 Active,"₹24,999.50","₹1,039.98",0.0
Samsung Galaxy S4 Mini,"₹22,277.53","₹1,104.48",0.12000000000000002
Samsung HM1900 Bluetooth Headset,"₹2,195.00",₹195.35,0.17142857142857146
Samsung Replacement EH64AVFWE Premium Headset,₹511.50,₹17.88,0.08
Samsung Rugby III,"₹4,711.69",₹229.65,0.125
SanDisk Cruzer 16 GB USB Flash Drive,₹415.58,₹14.92,0.06666666666666667
SanDisk Cruzer 32 GB USB Flash Drive,"₹1,456.93",₹102.71,0.06666666666666667
SanDisk Cruzer 4 GB USB Flash Drive,₹67.50,₹5.52,0.2
SanDisk Cruzer 64 GB USB Flash Drive,"₹8,157.47",₹319.62,0.06666666666666668
SanDisk Cruzer 8 GB USB Flash Drive,₹108.67,₹-1.36,0.2
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,"₹2,122.57",₹-48.58,0.14285714285714285
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"₹4,340.44",₹38.01,0.10909090909090911
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"₹4,302.92",₹37.99,0.10000000000000002
Sanford 52201 APSCO Electric Pencil Sharpener,"₹3,105.53",₹140.94,0.05
"Sanford Colorific Colored Pencils, 12/Box",₹495.94,₹20.74,0.04
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",₹203.36,₹17.88,0.05
"Sanford Colorific Scented Colored Pencils, 12/Pack",₹363.80,₹14.59,0.0
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",₹163.80,₹8.23,0.0
Sanford Liquid Accent Highlighters,₹948.56,₹48.63,0.08
Sanford Pocket Accent Highlighters,₹124.80,₹9.63,0.0
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",₹509.18,₹49.80,0.20000000000000004
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",₹242.00,₹13.55,0.0
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",₹65.00,₹1.30,0.2
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,₹57.42,₹2.30,0.1
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"₹28,092.92",₹956.95,0.1
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","₹37,407.96","₹1,653.83",0.0
Satellite Sectional Post Binders,"₹9,016.26",₹329.05,0.3727272727272727
Sauder Barrister Bookcases,"₹4,087.87",₹-294.77,0.4066666666666667
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish","₹3,774.58",₹24.20,0.09999999999999999
"Sauder Camden County Collection Libraries, Planked Cherry Finish","₹5,653.57",₹-78.19,0.1457142857142857
Sauder Camden County Collection Library,"₹11,337.03",₹-103.48,0.235
Sauder Cornerstone Collection Library,"₹1,957.94",₹-81.17,0.2333333333333333
"Sauder Facets Collection Library, Sky Alder Finish","₹3,650.42",₹-8.55,0.15
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","₹4,525.96",₹222.59,0.1
"Sauder Forest Hills Library with Doors, Woodland Oak Finish","₹3,960.11",₹-418.55,0.2833333333333333
"Sauder Forest Hills Library, Woodland Oak Finish","₹7,486.04",₹-70.49,0.125
Sauder Inglewood Library Bookcases,"₹8,634.49",₹311.18,0.13
"Sauder Mission Library with Doors, Fruitwood Finish","₹4,898.65",₹-125.74,0.26333333333333336
Security-Tint Envelopes,₹459.93,₹73.88,0.06666666666666668
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,"₹1,414.06",₹27.29,0.20000000000000004
Self-Adhesive Address Labels for Typewriters by Universal,₹755.85,₹64.40,0.08571428571428573
Self-Adhesive Address Labels for Typewriters with Dispenser Box,₹156.46,₹8.97,0.2
Self-Adhesive Removable Labels,₹771.75,₹52.92,0.0
Self-Adhesive Ring Binder Labels,₹71.46,₹2.36,0.425
Sensible Storage WireTech Storage Systems,"₹14,607.68",₹-78.08,0.07500000000000001
Serrated Blade or Curved Handle Hand Letter Openers,₹135.65,₹-4.11,0.1
"Seth Thomas 12"" Clock w/ Goldtone Case","₹2,412.90",₹132.82,0.0
"Seth Thomas 13 1/2"" Wall Clock","₹1,468.63",₹71.12,0.16
"Seth Thomas 14"" Day/Date Wall Clock","₹1,651.84",₹162.05,0.06666666666666667
"Seth Thomas 14"" Putty-Colored Wall Clock","₹1,226.41",₹94.77,0.05
"Seth Thomas 16"" Steel Case Clock","₹1,753.92",₹28.26,0.24
"Seth Thomas 8 1/2"" Cubicle Clock",₹592.18,₹59.22,0.05
Sharp 1540cs Digital Laser Copier,"₹6,819.88","₹1,649.97",0.17142857142857146
Sharp AL-1530CS Digital Copier,"₹31,599.37","₹2,064.96",0.25
Shocksock Galaxy S4 Armband,₹186.15,₹-10.07,0.13333333333333333
ShoreTel ShorePhone IP 230 VoIP phone,"₹17,304.58",₹422.48,0.15000000000000002
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","₹1,822.81",₹85.81,0.07500000000000001
"Situations Contoured Folding Chairs, 4/Set","₹21,499.84",₹234.23,0.18000000000000002
"SlimView Poly Binder, 3/8""",₹908.05,₹5.70,0.4571428571428572
"SmartStand Mobile Device Holder, Assorted Colors",₹436.18,₹10.07,0.13333333333333333
Smead Adjustable Mobile File Trolley with Lockable Top,"₹25,235.24","₹1,106.66",0.06666666666666667
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,₹387.75,₹32.25,0.08
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,₹213.14,₹22.42,0.04
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","₹6,480.15",₹453.76,0.03333333333333333
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",₹372.99,₹31.47,0.2
Socket Bluetooth Cordless Hand Scanner (CHS),"₹1,518.84",₹177.20,0.2
Sony 16GB Class 10 Micro SDHC R40 Memory Card,"₹1,144.63",₹5.16,0.1
Sony 32GB Class 10 Micro SDHC R40 Memory Card,₹879.90,₹52.79,0.0
Sony 64GB Class 10 Micro SDHC R40 Memory Card,"₹3,073.55",₹132.08,0.06666666666666668
Sony 8GB Class 10 Micro SDHC R40 Memory Card,₹81.58,₹0.34,0.2
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"₹5,408.63",₹255.31,0.08888888888888889
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,"₹2,286.16",₹35.13,0.0
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,"₹2,123.95",₹57.33,0.05
"Sortfiler Multipurpose Personal File Organizer, Black","₹2,459.85",₹118.93,0.06666666666666667
Southworth 100% Cotton The Best Paper,₹950.54,₹65.44,0.06666666666666667
"Southworth 100% Rï¿½sumï¿½ Paper, 24lb.","₹2,357.34",₹113.20,0.05714285714285715
Southworth 25% Cotton Antique Laid Paper & Envelopes,"₹1,391.11",₹80.90,0.12000000000000002
Southworth 25% Cotton Granite Paper & Envelopes,₹100.72,₹13.21,0.13333333333333333
Southworth 25% Cotton Linen-Finish Paper & Envelopes,"₹1,061.83",₹67.04,0.1
Southworth 25% Cotton Premium Laser Paper and Envelopes,"₹4,499.50",₹236.56,0.08
Southworth Parchment Paper & Envelopes,₹235.44,₹30.74,0.13333333333333333
Southworth Structures Collection,₹422.24,₹36.40,0.0
Space Solutions Commercial Steel Shelving,"₹15,244.47",₹-74.35,0.028571428571428574
Space Solutions HD Industrial Steel Shelving.,"₹11,405.02",₹24.14,0.025
Space Solutions Industrial Galvanized Steel Shelving.,"₹1,591.76",₹-20.49,0.06666666666666667
Speck Products Candyshell Flip Case,₹412.88,₹-18.19,0.30000000000000004
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",₹795.93,₹77.63,0.08
Spigen Samsung Galaxy S5 Case Wallet,₹866.49,₹45.87,0.08
SpineVue Locking Slant-D Ring Binders by Cardinal,₹373.83,₹6.03,0.3875
Spiral Phone Message Books with Labels by Adams,₹305.54,₹25.76,0.05
Square Credit Card Reader,₹693.31,₹11.19,0.17142857142857146
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","₹1,768.23",₹54.85,0.2
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","₹1,159.97",₹98.25,0.2571428571428572
Stackable Trays,₹284.59,₹17.12,0.08571428571428573
"Stacking Tray, Side-Loading, Legal, Smoke",₹209.66,₹-2.87,0.25
Stacking Trays by OIC,₹285.85,₹9.31,0.2333333333333333
Standard Line ï¿½While You Were Outï¿½ Hardbound Telephone Message Book,"₹1,213.30",₹80.45,0.1
Standard Rollaway File with Lock,"₹33,695.53","₹1,261.33",0.06000000000000001
Stanley Bostitch Contemporary Electric Pencil Sharpeners,₹899.94,₹42.79,0.14285714285714285
Stanley Contemporary Battery Pencil Sharpeners,"₹2,322.90",₹63.01,0.05
Staple envelope,"₹8,504.98",₹751.63,0.075
Staple holder,"₹3,012.91",₹118.00,0.0923076923076923
Staple magnet,"₹1,231.10",₹44.81,0.1
Staple remover,"₹1,413.71",₹24.07,0.1111111111111111
Staple-based wall hangings,"₹2,098.37",₹121.99,0.2375
Staple-on labels,₹291.89,₹21.59,0.08
Staples,"₹4,575.15",₹292.20,0.1
Staples in misc. colors,"₹3,162.95",₹124.05,0.06315789473684212
Star Micronics TSP100 TSP143LAN Receipt Printer,"₹4,143.20",₹269.31,0.0
Star Micronics TSP800 TSP847IIU Receipt Printer,"₹2,573.70",₹360.32,0.25
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,"₹8,456.93",₹-785.76,0.425
Steel Personal Filing/Posting Tote,"₹6,292.37",₹185.72,0.08
Sterilite Officeware Hinged File Box,"₹1,448.34",₹78.08,0.07272727272727274
Sterilite Show Offs Storage Containers,₹276.67,₹-6.34,0.08
Sterling Rubber Bands by Alliance,₹65.00,₹-3.77,0.1
Stiletto Hand Letter Openers,₹808.32,₹-21.98,0.15000000000000002
Stockwell Gold Paper Clips,₹20.61,₹3.40,0.1
Stockwell Push Pins,₹347.06,₹20.10,0.07500000000000001
Storex Dura Pro Binders,"₹2,089.10",₹50.55,0.4235294117647059
Storex DuraTech Recycled Plastic Frosted Binders,₹621.58,₹11.45,0.5
Storex Flexible Poly Binders with Double Pockets,₹30.36,₹-2.01,0.4666666666666666
"Strathmore #10 Envelopes, Ultimate White","₹2,002.98",₹309.93,0.0
Strathmore Photo Frame Cards,₹716.38,₹53.80,0.0
Strathmore Photo Mount Cards,"₹1,370.92",₹106.31,0.06666666666666668
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",₹53.82,₹6.46,0.0
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","₹14,316.42",₹51.05,0.0
"Super Bands, 12/Pack",₹194.18,₹-2.60,0.1
Super Decoflex Portable Personal File,₹545.27,₹39.55,0.08
Surelock Post Binders,"₹2,701.50",₹210.86,0.2625
Swingline SM12-08 MicroCut Jam Free Shredder,"₹10,039.75",₹-447.99,0.5333333333333333
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",₹484.50,₹31.63,0.06666666666666667
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",₹592.18,₹37.11,0.13333333333333333
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","₹3,132.58",₹178.70,0.1
"TOPS Money Receipt Book, Consecutively Numbered in Red,",₹520.65,₹39.65,0.0
"TOPS Voice Message Log Book, Flash Format",₹198.02,₹20.37,0.13333333333333333
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","₹4,333.99",₹212.30,0.08
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",₹265.68,₹21.96,0.06666666666666667
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",₹353.06,₹40.77,0.06666666666666667
Telescoping Adjustable Floor Lamp,₹263.87,₹-6.00,0.3
"Tenex ""The Solids"" Textured Chair Mats","₹8,213.30",₹-40.58,0.19999999999999998
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","₹9,347.44",₹148.37,0.14285714285714285
Tenex Antistatic Computer Chair Mats,"₹16,243.10",₹-530.04,0.2333333333333333
Tenex B1-RE Series Chair Mats for Low Pile Carpets,"₹4,312.92",₹124.61,0.028571428571428574
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","₹2,658.70",₹-222.74,0.24
"Tenex Chairmat w/ Average Lip, 45"" x 53""","₹10,050.30",₹-529.76,0.3
Tenex Chairmats For Use With Carpeted Floors,₹527.34,₹8.79,0.0
Tenex Chairmats For Use with Hard Floors,"₹1,740.93",₹-129.92,0.26666666666666666
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","₹2,817.29",₹150.54,0.05
"Tenex File Box, Personal Filing Tote with Lid, Black","₹1,287.33",₹62.66,0.08571428571428573
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","₹2,090.75",₹23.27,0.12000000000000002
"Tenex Personal Project File with Scoop Front Design, Black","₹3,019.52",₹118.62,0.06000000000000001
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",₹899.61,₹44.81,0.08
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",₹360.92,₹-46.40,0.3
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","₹7,629.77",₹172.25,0.13333333333333333
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""","₹1,149.88",₹51.11,0.06666666666666667
Tennsco 16-Compartment Lockers with Coat Rack,"₹21,769.10","₹1,114.37",0.12000000000000002
Tennsco 6- and 18-Compartment Lockers,"₹52,291.52","₹1,575.11",0.05454545454545456
Tennsco Commercial Shelving,"₹1,065.82",₹-48.61,0.1111111111111111
Tennsco Double-Tier Lockers,"₹44,913.99",₹429.79,0.10000000000000002
Tennsco Industrial Shelving,"₹4,842.09",₹-108.58,0.1111111111111111
"Tennsco Lockers, Gray","₹1,678.40",₹-26.43,0.10000000000000002
"Tennsco Lockers, Sand","₹2,353.96",₹56.23,0.12000000000000002
Tennsco Regal Shelving Units,"₹9,755.64",₹-6.08,0.05
Tennsco Single-Tier Lockers,"₹41,437.54",₹-825.75,0.07500000000000001
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","₹29,960.26",₹181.66,0.03333333333333333
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","₹24,518.17",₹-36.53,0.028571428571428574
"Tensor ""Hersey Kiss"" Styled Floor Lamp",₹296.17,₹2.08,0.06666666666666667
Tensor Brushed Steel Torchiere Floor Lamp,₹465.53,₹6.80,0.19999999999999998
Tensor Computer Mounted Lamp,"₹3,186.46",₹144.73,0.0
Tensor Track Tree Floor Lamp,"₹1,667.17",₹38.18,0.1
Texas Instrument TI-15 Fraction Calculator,₹223.97,₹-20.52,0.44999999999999996
Texas Instruments TI-34 Scientific Calculator,₹930.18,₹64.65,0.2333333333333333
Things To Do Today Pad,₹678.57,₹59.17,0.1142857142857143
Things To Do Today Spiral Book,₹386.50,₹29.86,0.20000000000000004
Tops Green Bar Computer Printout Paper,₹929.86,₹171.29,0.0
Tops White Computer Printout Paper,"₹2,641.14",₹321.83,0.0
Tops Wirebound Message Log Books,₹393.48,₹29.28,0.06666666666666667
Toshiba IPT2010-SD IPï¿½Telephone,"₹18,235.49",₹425.31,0.17500000000000002
Translucent Push Pins by OIC,₹148.90,₹5.84,0.13333333333333333
"Trav-L-File Heavy-Duty Shuttle II, Black","₹6,718.49",₹278.85,0.08571428571428573
Trimflex Flexible Post Binders,"₹3,254.04",₹112.89,0.3
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"₹6,218.94",₹74.99,0.19999999999999998
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,"₹6,330.52",₹-17.03,0.3333333333333333
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,"₹4,546.52",₹130.48,0.23333333333333336
Tuf-Vin Binders,"₹3,233.79",₹234.32,0.2714285714285714
Tuff Stuff Recycled Round Ring Binders,₹268.47,₹23.96,0.2777777777777778
Turquoise Lead Holder with Pocket Clip,₹88.44,₹10.59,0.06666666666666667
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","₹4,204.98",₹274.94,0.0
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","₹2,495.12",₹225.05,0.1142857142857143
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","₹3,305.12",₹421.98,0.04
Tyvek Side-Opening Peel & Seel Expanding Envelopes,"₹3,800.16",₹570.02,0.0
Ultra Commercial Grade Dual Valve Door Closer,₹127.65,₹9.57,0.2
"Ultra Door Kickplate, 8""H x 34""W",₹791.20,₹27.69,0.2
Ultra Door Pull Handle,"₹1,514.88",₹74.80,0.06666666666666667
Ultra Door Push Plate,"₹1,137.16",₹37.41,0.05714285714285715
UniKeep View Case Binders,₹78.73,₹-5.48,0.5
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),₹729.56,₹55.97,0.08
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",₹430.67,₹8.64,0.48
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",₹46.66,₹5.64,0.2
Unpadded Memo Slips,₹48.56,₹8.36,0.1
V7 USB Numeric Keypad,"₹2,099.40",₹-58.78,0.15000000000000002
VTech DS6151,"₹11,465.09",₹478.76,0.125
VariCap6 Expandable Binder,₹423.85,₹31.14,0.3
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",₹441.04,₹11.47,0.20000000000000004
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",₹456.65,₹41.96,0.08
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",₹717.29,₹91.04,0.12000000000000002
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","₹1,126.79",₹67.10,0.10000000000000002
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",₹177.72,₹16.16,0.1
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","₹1,196.22",₹119.74,0.1
Vinyl Sectional Post Binders,"₹3,758.69",₹147.03,0.41818181818181815
"Vtech AT&T CL2940 Corded Speakerphone, Black",₹215.93,₹24.29,0.2
Vtech CS6719,"₹14,456.09",₹418.52,0.17142857142857146
WD My Passport Ultra 1TB Portable External Hard Drive,"₹3,491.40",₹33.81,0.16666666666666666
WD My Passport Ultra 2TB Portable External Hard Drive,"₹22,752.80",₹499.80,0.025
WD My Passport Ultra 500GB Portable External Hard Drive,"₹2,242.00",₹120.36,0.0
Wasp CCD Handheld Bar Code Reader,"₹1,009.53",₹44.87,0.4
Wausau Papers Astrobrights Colored Envelopes,₹150.70,₹22.78,0.06666666666666667
Westinghouse Clip-On Gooseneck Lamps,"₹1,581.93",₹44.19,0.1111111111111111
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",₹359.85,₹38.62,0.0
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",₹282.80,₹22.06,0.0
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),"₹1,036.80",₹71.28,0.04
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",₹209.07,₹18.78,0.15000000000000002
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","₹2,236.14",₹150.97,0.10000000000000002
White Computer Printout Paper by Universal,"₹7,403.16",₹547.68,0.1
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","₹5,205.73",₹408.26,0.10000000000000002
"White Envelopes, White Envelopes with Clear Poly Window","₹2,156.35",₹139.08,0.08
White GlueTop Scratch Pads,"₹1,311.49",₹72.79,0.1
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,"₹8,844.57",₹540.01,0.10000000000000002
Wilson Electronics DB Pro Signal Booster,"₹34,368.00",₹515.52,0.22000000000000003
"Wilson Jones 1"" Hanging DublLock Ring Binders",₹610.90,₹-8.55,0.5
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,₹746.53,₹35.30,0.175
Wilson Jones Active Use Binders,₹497.95,₹37.06,0.3
Wilson Jones Century Plastic Molded Ring Binders,"₹3,516.36",₹55.25,0.37
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","₹1,452.90",₹50.23,0.2888888888888889
Wilson Jones Custom Binder Spines & Labels,₹134.91,₹-19.69,0.6285714285714284
